"title","url","maker","type","year","km","price" 
"BMW M5 2015 30 JAHRE-1 out of 300 cars over t...","https://dubai.dubizzle.com/motors/used-cars/bmw/m5/2018/10/17/bmw-m5-2016-1-out-of-300-cars-over-world-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=609","BMW","M5","2015","43,000","278000"
"2017 mustang  convertible- hardly used","https://dubai.dubizzle.com/motors/used-cars/ford/mustang/2019/1/23/2017-mustang-convertible-2019-convertible--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=610","Ford","Mustang","2017","13,500","119500"
"Honda Civic 2017","https://dubai.dubizzle.com/motors/used-cars/honda/civic/2019/1/23/honda-civic-2017-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=611","Honda","Civic","2017","10,000","36500"
"Toyota funture 2011 SR5 V4 2.7L GCC duls air ...","https://dubai.dubizzle.com/motors/used-cars/toyota/fortuner/2019/1/23/toyota-funture-2011-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=612","Toyota","Fortuner","2011","180,000","31000"
"MERCEDES BENZ G63 AMG 2014 GCC FSH EMI 3,630 ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2019/1/26/mercedes-benz-g63-amg-2014-gcc-fsh-emi-3-6-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=613","Mercedes-Benz","G-Class","2014","115,000","235000"
"MINI Countryman 2018 JCW 5 years warranty and...","https://dubai.dubizzle.com/motors/used-cars/mini/countryman/2019/1/14/mini-countryman-2018-jcw-5-years-warranty--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=614","MINI","Countryman","2018","600","160000"
"Classic SEl 420","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/400420/2019/1/26/classic-sel-420-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=615","Mercedes-Benz","400/420","1987","115,000","25000"
"Lamborghini Murcielago SV 2010","https://dubai.dubizzle.com/motors/used-cars/lamborghini/murcielago/2016/11/14/lamborghini-murcielago-sv-2010-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=616","Lamborghini","Murcielago","2010","19,000","1390000"
"Mercedes Benz G650 MAYBACH 2018 0km GCC","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2018/10/18/mercedes-benz-g650-maybach-2018-0km-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=617","Mercedes-Benz","G-Class","2018","0","3680000"
"LEXUS LS430 2004 COLOUR BLACK HALF ULTRA CLEA...","https://dubai.dubizzle.com/motors/used-cars/lexus/ls-series/2019/1/14/lexus-ls430-2004-colour-black-half-ultra-c-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=618","Lexus","LS-Series","2004","178,000","27000"
"NISSAN PATROL LE 400 FULL OPTION PLATINUM","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2019/1/10/nissan-patrol-le-400-full-option-platinum-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=619","Nissan","Patrol","2010","206,000","74000"
"2019 PORSCHE GT3 RS GCC","https://dubai.dubizzle.com/motors/used-cars/porsche/carrera/2018/12/27/2019-porsche-gt3-rs-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=620","Porsche","Carrera / 911","2019","3,400","850000"
"HUGE SAVING!!! END OF THE YEAR SPECIAL OFFER!...","https://dubai.dubizzle.com/motors/used-cars/audi/q5/2018/12/29/huge-saving-end-of-the-year-special-offer--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=621","Audi","Q5","2018","0","203000"
"Mercedes Benz S63 EDITION.AMG///under warrant...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2018/8/28/mercedes-benz-s63-editionamgunder-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=622","Mercedes-Benz","S-Class","2010","100,000","74000"
"AUDI TT Quattro with over 1 year warranty","https://dubai.dubizzle.com/motors/used-cars/audi/tt/2019/1/20/audi-tt-quattro-with-over-1-year-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI0&pos=623","Audi","TT","2016","62,100","111000"
"Honda Accord (Sports) - 2017","https://dubai.dubizzle.com/motors/used-cars/honda/accord/2019/1/14/honda-accord-sports-2017-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=625","Honda","Accord","2017","25,600","50000"
"2013 BMW 528i","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2019/1/26/stephen-wright-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=626","BMW","5-Series","2013","112,500","58000"
"NISSAN SUNNY 2016 GCC CLEAN CAR","https://dubai.dubizzle.com/motors/used-cars/nissan/sunny/2019/1/26/nissan-sunny-2016-gcc-clean-car-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=627","Nissan","Sunny","2016","112,000","19000"
"BMW M4 Coupe 2018","https://dubai.dubizzle.com/motors/used-cars/bmw/m4/2019/1/17/bmw-m4-coupe-2018-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=628","BMW","M4","2018","100","320000"
"Range Rover Sport SUPERCHARGED Black","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-sport/2019/1/14/range-rover-sport-supercharged-black-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=629","Land Rover","Range Rover Sport","2012","150,000","79000"
"Cadillac ATS 2.5 2015 - WARRANTY + SERVICE","https://dubai.dubizzle.com/motors/used-cars/cadillac/ats/2018/12/6/cadillac-ats-25-2015-warranty-service-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=630","Cadillac","ATS","2015","53,200","59000"
"MERCEDES G63 AMG 2014 GCC","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2019/1/23/mercedes-g63-amg-2014-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=631","Mercedes-Benz","G-Class","2014","71,500","250000"
"Very clean and nice Nissan Qashqai//GCC Specs...","https://dubai.dubizzle.com/motors/used-cars/nissan/qashqai/2019/1/26/very-clean-and-nice-nissan-qashqaigcc-spec-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=632","Nissan","Qashqai","2012","135,000","21000"
"VERIFIED CAR! BMW 520I 2013 - FULL SERVICE HI...","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2019/1/12/verified-car-bmw-520i-2013-full-service-hi-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=633","BMW","5-Series","2013","125,810","45000"
"Nissan Altima 2016 Low Mileage!!! Super Clean...","https://dubai.dubizzle.com/motors/used-cars/nissan/altima/2019/1/26/nissan-altima-2016-low-mileage-super-clean-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=634","Nissan","Altima","2016","70,000","35000"
"XT5 AWD (Ref. 153620)","https://dubai.dubizzle.com/motors/used-cars/cadillac/xt5/2018/11/6/xt5-awd-ref-153620--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=635","Cadillac","XT5","2017","45","134400"
"Infiniti Q-70 Full Option 2015 Single Owner","https://dubai.dubizzle.com/motors/used-cars/infiniti/q70/2019/1/22/infiniti-q-70-full-option-2015-single-owne-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=636","Infiniti","Q70","2015","99,000","76000"
"FORD EDGE SPORT 30,000KM GCC IN MINT CONDITIO...","https://dubai.dubizzle.com/motors/used-cars/ford/edge/2018/4/2/f-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=637","Ford","Edge","2014","30,000","75500"
"ALMOST NEW CAR.UNDER WARRANTY 1/2020.Honda CR...","https://dubai.dubizzle.com/motors/used-cars/honda/cr-v/2018/12/24/almost-new-carunder-warranty-12020honda-cr-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=638","Honda","CR-V","2013","80,000","43000"
"TOYOTA PREVIA","https://dubai.dubizzle.com/motors/used-cars/toyota/previa/2019/1/14/toyota-previa-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=639","Toyota","Previa","2008","180,000","23000"
"Mercedes A45 AMG Edition 1 2014 GCC","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2018/12/27/mercedes-a45-amg-edition-1-2014-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=640","Mercedes-Benz","A-Class","2014","128,000","87000"
"BMW 750 LI GCC 2009 EXECUTIVE ,Orignal PAINT","https://dubai.dubizzle.com/motors/used-cars/bmw/7-series/2018/11/7/bmw-750-li-gcc-2009-executive-genuine-cond-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=641","BMW","7-Series","2009","142,000","42500"
"1981 Porsche 911 - Full 3.3 Turbo Conversion ...","https://dubai.dubizzle.com/motors/used-cars/porsche/carrera/2019/1/26/1981-porsche-911-full-33-turbo-conversion--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=642","Porsche","Carrera / 911","1981","100,000","199000"
"3 Y Warranty! Mercedes A45 AMG 4Matic - GCC -...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/a-class/2019/1/3/2-years-warranty-mercedes-a45-amg-4matic-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=643","Mercedes-Benz","A-Class","2015","30,000","129000"
"Under Agency Warranty! Toyota 86 GTX  - 2016 ...","https://dubai.dubizzle.com/motors/used-cars/toyota/86/2019/1/5/under-agency-warranty-toyota-gtx-trd-2016--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=644","Toyota","86","2016","35,000","64000"
"Agency Warranty! Low Mileage! Range Rover Evo...","https://dubai.dubizzle.com/motors/used-cars/land-rover/evoque/2019/1/26/3-y-warranty-low-mileage-range-rover-evoqu-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=645","Land Rover","Evoque","2016","22,000","119000"
"Subaru Legacy Gcc clean cat","https://dubai.dubizzle.com/motors/used-cars/subaru/legacy/2019/1/26/subaru-legacy-gcc-clean-cat-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=646","Subaru","Legacy","2012","90,000","29000"
"Porsche Boxster S - Immaculate Condition","https://dubai.dubizzle.com/motors/used-cars/porsche/boxster/2018/10/27/porsche-boxster-s-immaculate-condition-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=647","Porsche","Boxster","2013","81,692","129000"
"CADILLAC DTS 2008 Model  GCC Specs with Full ...","https://dubai.dubizzle.com/motors/used-cars/cadillac/dtsde-ville/2019/1/20/cadillac-dts-2008-model-gcc-specs-with-ful-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=648","Cadillac","DTS/De Ville","2008","155,000","35000"
"2011 BMW 320i GCC LADY OWNER! WITH FULL SERVI...","https://dubai.dubizzle.com/motors/used-cars/bmw/3-series/2019/1/25/2011-bmw-320i-gcc-lady-owner-with-full-ser-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI1&pos=649","BMW","3-Series","2011","86,000","33000"
"0567779562.MERCEDES GL500 ///AMG.LOW MILEAGE ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gl-class/2018/12/27/mercedes-gl500-amglow-mileage-59000kmalmos-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=651","Mercedes-Benz","GL-Class","2013","59,500","124000"
"2015 AUDI A8 V6 QUATTRO GCC UNDER EXTENDED WA...","https://dubai.dubizzle.com/motors/used-cars/audi/a8/2018/12/26/2015-audi-a8-v6-quattro-gcc-under-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=652","Audi","A8","2015","70,000","117000"
"2016 Porsche Cayman GT4","https://dubai.dubizzle.com/motors/used-cars/porsche/cayman/2019/1/20/2016-porsche-cayman-gt4-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=653","Porsche","Cayman","2016","6,027","338000"
"LEXUS GS 450h/2017/17,500km/ F-Sport Full opt...","https://dubai.dubizzle.com/motors/used-cars/lexus/gs-series/2018/12/30/gs-450h-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=654","Lexus","GS-Series","2017","17,500","205000"
"2015 Lamborghini Aventador LP700-4, GCC Speci...","https://dubai.dubizzle.com/motors/used-cars/lamborghini/aventador/2018/11/27/2015-lamborghini-aventador-lp700-4-gcc-spe-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=655","Lamborghini","Aventador","2015","21,000","890000"
"2016 Lexus LX570, GCC Specifications","https://dubai.dubizzle.com/motors/used-cars/lexus/lx-series/2018/12/25/2016-lexus-lx570-gcc-specifications-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=656","Lexus","LX-Series","2016","79,000","275000"
"STUNNING GOLF GTI // GCC // UNDER WARRANTY //...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/gti/2019/1/8/stunning-gtigccunder-warrantyfull-service--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=657","Volkswagen","GTI","2014","131,000","55000"
"BMW X5 V8 5Oi 2011 LOOK A NEW CAR","https://dubai.dubizzle.com/motors/used-cars/bmw/x5/2019/1/20/bmw-x5-v8-5000cc-2011-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=658","BMW","X5","2011","111,250","49000"
"Nissan Petrol SE With Full Option - Platium S...","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2019/1/24/nissan-petrol-se-with-full-option-platium--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=659","Nissan","Patrol","2013","106,000","85000"
"Range Rover Sport Supercharged - Agency Servi...","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-sport/2019/1/24/range-rover-sport-supercharged-agency-serv-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=660","Land Rover","Range Rover Sport","2008","140,000","40000"
"Dodge Charger RT - Engine V8 - Under Warranty...","https://dubai.dubizzle.com/motors/used-cars/dodge/charger/2019/1/3/dodge-charger-rt-engine-v8-under-warranty--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=661","Dodge","Charger","2015","71,000","89000"
"Chevrolet Camaro SS - Agency Service History ...","https://dubai.dubizzle.com/motors/used-cars/chevrolet/camaro/2019/1/12/chevrolet-camaro-ss-agency-service-history-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=662","Chevrolet","Camaro","2012","51,000","59000"
"Bmw 430i Gran Coupe - With M Pakage - GCC Fro...","https://dubai.dubizzle.com/motors/used-cars/bmw/4-series/2018/12/25/bmw-430i-gran-coupe-with-m-pakage-gcc-from-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=663","BMW","4-Series","2018","9,000","185000"
"Nissan Petrol VTC Safari Full Option 2 Door -...","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2019/1/7/nissan-petrol-vtc-safari-full-option-2-doo-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=664","Nissan","Patrol","2016","50,000","98000"
"Gorgeous Range Rover Sport HSE - With Autoboi...","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-sport/2019/1/23/gorgeous-range-rover-sport-hse-with-autobo-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=665","Land Rover","Range Rover Sport","2013","140,000","89000"
"BMW X5 2011 - V8 50i - Full option - Full ser...","https://dubai.dubizzle.com/motors/used-cars/ford/explorer/2019/1/5/ford-explorer-2015-full-service-history-un-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=666","Ford","Explorer","2011","149,000","47500"
"Mitsubishi Pejaro (GLS 3.5 V6) Fully Loaded S...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/pajero/2018/12/22/mitsubishi-pejaro-gls-35-v6-fully-loaded-s-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=667","Mitsubishi","Pajero","2015","72,000","59000"
"Jaguar XJR Classic - Supercharged V8 - Gulf S...","https://dubai.dubizzle.com/motors/used-cars/jaguar/xjr/2019/1/16/jaguar-xjr-classic-supercharged-v8-gulf-sp-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=668","Jaguar","XJR","2001","99,174","65000"
"2018 camaro V8 SS/ZL1 full body kit (clean ti...","https://dubai.dubizzle.com/motors/used-cars/chevrolet/camaro/2019/1/20/2018-camaro-v8-sszl1-full-body-kit-clean-t-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=669","Chevrolet","Camaro","2018","12,500","113000"
"Mercedes Benz E63 AMG  2014 GCC black V8","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2019/1/23/mercedes-benz-e63-amg-2014-gcc-black-v8-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=670","Mercedes-Benz","E-Class","2014","120,000","159000"
"Amazing BMW 745LI GCC with low mileage Servic...","https://dubai.dubizzle.com/motors/used-cars/bmw/7-series/2019/1/17/amazing-bmw-750i-with-low-mileage-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=671","BMW","7-Series","2005","120,000","14000"
"VW Tiguan - Lady Driven First Owner","https://dubai.dubizzle.com/motors/used-cars/volkswagen/tiguan/2019/1/17/vw-tiguan-lady-driven-first-owner-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=672","Volkswagen","Tiguan","2013","115,000","40000"
"BEST CTS V PEARL WHITE UNDER WARRANTY","https://dubai.dubizzle.com/motors/used-cars/cadillac/ctscatera/2019/1/20/best-cts-v-pearl-white-under-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=673","Cadillac","CTS/Catera","2011","129,000","49000"
"BMW X6M Power 570 HP CAR.FULL AGMC SERVICE HI...","https://dubai.dubizzle.com/motors/used-cars/bmw/x6/2019/1/13/bmw-x6m-power-570-hp-carfull-agmc-service--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=674","BMW","X6","2012","121,000","78000"
"Mitsubishi Montero Sport 2017 Top Trim","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/montero/2019/1/17/mitsubishi-montero-sport-2017-top-trim-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI2&pos=675","Mitsubishi","Montero","2017","35,627","76999"
"Nissan Safari M/T 2Doors Gcc 3Years Local dea...","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2018/11/24/nissan-safari-mt-2doors-gcc-3years-local-d-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=677","Nissan","Patrol","2019","0","129999"
"2016 Jaguar XE S 3.0 V6 Supercharged (5 Year,...","https://dubai.dubizzle.com/motors/used-cars/jaguar/xe/2019/1/10/2016-jaguar-xe-s-30-supercharged-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=678","Jaguar","XE","2016","44,000","127000"
"5yr 250k Warranty, 1,547/month 0% DP, 2014 XF...","https://dubai.dubizzle.com/motors/used-cars/jaguar/xf/2018/11/29/2014-jaguar-xf-30-supercharged-luxury-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=679","Jaguar","XF","2014","41,000","79000"
"2016 BMW 330i M Sport (BMW Service Pack and W...","https://dubai.dubizzle.com/motors/used-cars/bmw/3-series/2019/1/3/2016-bmw-330i-m-sport-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=680","BMW","3-Series","2016","70,000","109000"
"2018 Chevrolet Camaro ZL1 (Full Option)","https://dubai.dubizzle.com/motors/used-cars/chevrolet/camaro/2019/1/23/2018-chevrolet-camaro-zl1-full-option--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=681","Chevrolet","Camaro","2018","8,500","219000"
"Cadillac XT5 platinum full options GCC under ...","https://dubai.dubizzle.com/motors/used-cars/cadillac/xt5/2019/1/23/cadillac-xt5-platinum-full-options-gcc-und-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=682","Cadillac","XT5","2017","40,000","141000"
"FORD F150 SUPER LOW KMS JUST **7,000KM** ONLY...","https://dubai.dubizzle.com/motors/used-cars/ford/f-series-pickup/2018/12/15/ford-f150-ultra-low-km-39-s-7-000km-only-u-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=683","Ford","F-Series Pickup","2014","7,000","83500"
"420i under warranty and service 5 years","https://dubai.dubizzle.com/motors/used-cars/bmw/4-series/2018/12/3/420i-under-warranty-and-service-5-years-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=684","BMW","4-Series","2016","78,850","118000"
"New tyers service package Gcc","https://dubai.dubizzle.com/motors/used-cars/bmw/6-series/2018/12/11/bmw-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=685","BMW","6-Series","2013","126,000","88000"
"Bmw 420i convirtable under warranty and servi...","https://dubai.dubizzle.com/motors/used-cars/bmw/4-series/2018/10/20/bmw-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=686","BMW","4-Series","2016","36,590","132000"
"A3 Perfect condition under warranty","https://dubai.dubizzle.com/motors/used-cars/audi/a3/2019/1/15/a3-perfect-condition-under-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=687","Audi","A3","2016","65,500","65000"
"Individual The fullest options and great cond...","https://dubai.dubizzle.com/motors/used-cars/bmw/7-series/2018/10/20/the-fullest-options-and-great-condition-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=688","BMW","7-Series","2012","61,000","88000"
"Under warranty and service 328 sport","https://dubai.dubizzle.com/motors/used-cars/bmw/3-series/2018/6/30/low-millage-gt-under-warranty-2021-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=689","BMW","3-Series","2014","58,200","73000"
"G63 Edition Gcc full service history","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2019/1/26/g63-edition-gcc-full-service-history-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=690","Mercedes-Benz","G-Class","2016","61,000","328000"
"2 Y Warranty! Audi A8 L - GCC - AED 1,899 per...","https://dubai.dubizzle.com/motors/used-cars/audi/a8/2018/12/8/2-years-warranty-audi-a8-2014-aed-2-134-pe-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=691","Audi","A8","2014","74,000","97000"
"3 Y Warranty! Opel Insignia OPC 2.8L V6 AWD -...","https://dubai.dubizzle.com/motors/used-cars/opel/insignia/2018/11/20/opel-insignia-opc-28l-v6-awd-2015-2-years--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=692","Opel","Insignia","2015","27,000","74000"
"3 Years Warranty! Porsche Boxster - 2015 - AE...","https://dubai.dubizzle.com/motors/used-cars/porsche/boxster/2018/11/27/2-years-warranty-porsche-boxster-2015-aed--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=693","Porsche","Boxster","2015","79,000","124000"
"2 Years Warranty - Cadillac CTS V Supercharge...","https://dubai.dubizzle.com/motors/used-cars/cadillac/ctscatera/2018/12/24/2-years-warranty-cadillac-cts-v-supercharg-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=694","Cadillac","CTS/Catera","2013","91,000","89000"
"3 Y Warranty! Bentley Continental GT - GCC - ...","https://dubai.dubizzle.com/motors/used-cars/bentley/continental/2018/12/22/2-years-warranty-bentley-continental-gt-20-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=695","Bentley","Continental","2015","3,000","429000"
"Cadillac CTS 3.6L V6  - 2009 - AED 2,328 P.M....","https://dubai.dubizzle.com/motors/used-cars/cadillac/ctscatera/2018/11/20/cadillac-cts-36l-v6-2009-aed-1-515-pm-2-ye-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=696","Cadillac","CTS/Catera","2009","138,000","27000"
"3 Y Warranty! BMW Z4 S-Drive 35iS - GCC - AED...","https://dubai.dubizzle.com/motors/used-cars/bmw/z4/2018/12/16/2-years-warranty-bmw-z4-s-drive-35is-2014--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=697","BMW","Z4","2014","92,000","86000"
"3 Y Warranty! Mini Cooper S - GCC  - AED 1,27...","https://dubai.dubizzle.com/motors/used-cars/mini/cooper/2018/11/24/mini-cooper-s-2014-under-warranty-aed-1-54-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=698","MINI","Cooper","2014","82,000","66000"
"Chrysler Grand Voyager-Touring - 2011  - AED ...","https://dubai.dubizzle.com/motors/used-cars/chrysler/voyagercaravan/2018/11/19/chrysler-grand-voyager-touring-2015-under--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=699","Chrysler","Voyager/Caravan","2011","57,000","40000"
"AGENCY WARRANTY! Mercedes GLA 45 4MATIC AMG -...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gla/2018/10/24/mercedes-gla-45-4matic-amg-agency-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=700","Mercedes-Benz","GLA","2015","58,000","139000"
"Range Rover sport 2014 V8 GCC","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-sport/2019/1/23/range-rover-sport-2014-v8-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI3&pos=701","Land Rover","Range Rover Sport","2014","53,900","225000"
"NISSAN PATROL 2011 GCC - ORIGANL PANIT","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2019/1/12/nissan-patrol-2011-gcc-origanl-panit-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDI4&pos=703","Nissan","Patrol","2011","135,000","59000"
